date,close,open,high,low,volume,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
2024-06-19,6170,11489,12006,6123,65694802,574061047590,0,0.0,N,2,500,
2024-06-20,5809,5963,6640,5719,19287971,119554468780,0,0.0,N,5,-360,
2024-06-21,5853,5846,6123,5726,7466403,44036090210,0,0.0,N,2,43,
2024-06-24,5279,5713,5779,5279,3280991,18165278030,0,0.0,N,5,-573,
2024-06-25,5142,5219,5459,5126,1768298,9292617130,0,0.0,N,5,-136,
2024-06-26,5259,5192,5709,5192,4322695,23074922390,0,0.0,N,2,116,
2024-06-27,5116,5296,5462,5089,2465297,13079811300,0,0.0,N,5,-143,
2024-06-28,4685,5069,5116,4662,1639600,8003865820,0,0.0,N,5,-430,
2024-07-01,4402,4669,4752,4329,1186866,5272455940,0,0.0,N,5,-283,
2024-07-02,4042,4322,4329,3985,1167473,4785079680,0,0.0,N,5,-360,
2024-07-03,3972,4085,4102,3838,908184,3611009350,0,0.0,N,5,-70,
2024-07-04,3952,3972,4212,3942,1008320,4067572400,0,0.0,N,5,-20,
2024-07-05,4102,3938,4332,3938,2051928,8529134090,0,0.0,N,2,150,
2024-07-08,4175,4125,4208,4005,392601,1619305220,0,0.0,N,2,73,
2024-07-09,4138,4175,4235,4138,316539,1319664510,0,0.0,N,5,-36,
2024-07-10,4265,4118,4335,4102,512452,2177052930,0,0.0,N,2,126,
2024-07-11,4088,4265,4292,4068,410666,1715832200,0,0.0,N,5,-176,
2024-07-12,4105,4058,4135,4035,237244,967805570,0,0.0,N,2,16,
2024-07-15,4048,4098,4098,3955,353905,1420850870,0,0.0,N,5,-56,
2024-07-16,4279,4042,4335,4042,805433,3407578730,0,0.0,N,2,230,
2024-07-17,3988,4269,4432,3988,787443,3225069460,0,0.0,N,5,-290,
2024-07-18,3648,3935,3935,3631,483368,1800312460,0,0.0,N,5,-340,
2024-07-19,3785,3615,3835,3578,277069,1031633980,0,0.0,N,2,136,
2024-07-22,3735,3782,3848,3662,133657,496378390,0,0.0,N,5,-50,
2024-07-23,3718,3705,3848,3702,173619,650332740,0,0.0,N,5,-16,
2024-07-24,3812,3722,3852,3675,283710,1075634350,0,0.0,N,2,93,
2024-07-25,3655,3702,3768,3652,266838,986294070,0,0.0,N,5,-156,
2024-07-26,3662,3655,3725,3611,213668,783653130,0,0.0,N,2,6,
2024-07-29,3652,3662,3728,3608,143954,524004260,0,0.0,N,5,-10,
2024-07-30,3668,3702,3725,3635,164405,604150730,0,0.0,N,2,16,
2024-07-31,3658,3665,3932,3625,604591,2256599720,0,0.0,N,5,-10,
2024-08-01,3825,3662,4002,3652,457300,1754185050,0,0.0,N,2,166,
2024-08-02,3618,3792,3868,3571,232189,853042250,0,0.0,N,5,-206,
2024-08-05,3061,3508,3518,2941,365619,1199709560,0,0.0,N,5,-556,
2024-08-06,3185,3101,3221,3101,164199,517989260,0,0.0,N,2,123,
2024-08-07,3271,3181,3345,3138,247625,814435700,0,0.0,N,2,86,
2024-08-08,3415,3271,3802,3271,2047886,7362246070,0,0.0,N,2,143,
2024-08-09,3411,3378,3461,3375,162606,555244780,0,0.0,N,5,-3,
2024-08-12,3491,3348,3595,3348,262868,924045800,0,0.0,N,2,80,
2024-08-13,3428,3398,3541,3348,262731,901112830,0,0.0,N,5,-63,
2024-08-14,3585,3428,3708,3335,760215,2711286250,0,0.0,N,2,156,
2024-08-16,3558,3538,3785,3471,365199,1298652920,0,0.0,N,5,-26,
2024-08-19,3628,3558,3765,3518,463027,1691077930,0,0.0,N,2,70,
2024-08-20,3872,3685,4202,3471,2400199,9523128900,0,0.0,N,2,243,
2024-08-21,3718,3872,3872,3652,359404,1345416940,0,0.0,N,5,-153,
2024-08-22,3568,3668,3945,3538,490941,1834489750,0,0.0,N,5,-150,
2024-08-23,3722,3495,3758,3395,424603,1523429510,0,0.0,N,2,153,
2024-08-26,3652,3832,4135,3628,3429973,13305002300,0,0.0,N,5,-70,
2024-08-27,3735,3758,3802,3645,551394,2051626610,0,0.0,N,2,83,
2024-08-28,3858,3785,4055,3705,2723482,10559431970,0,0.0,N,2,123,
2024-08-29,3918,3765,4028,3755,942359,3741446220,0,0.0,N,2,60,
2024-08-30,4269,3918,4302,3878,1228516,5069998460,0,0.0,N,2,350,
2024-09-02,4635,4218,4635,4218,2009993,8950008930,0,0.0,N,2,366,
2024-09-03,4589,4589,4702,4499,787755,3614196070,0,0.0,N,5,-46,
2024-09-04,4389,4399,4575,4118,789656,3493954290,0,0.0,N,5,-200,
2024-09-05,4665,4389,4702,4168,1744354,7814344970,0,0.0,N,2,276,
2024-09-06,4472,4745,4745,4409,581318,2654525620,0,0.0,N,5,-193,
2024-09-09,4335,4325,4425,4165,712043,3055386910,0,0.0,N,5,-136,
2024-09-10,4482,4345,4532,4345,343051,1523332650,0,0.0,N,2,146,
2024-09-11,4959,4482,5126,4422,6217239,30188851270,0,0.0,N,2,476,
2024-09-12,4986,5082,5226,4809,3846574,19337025580,0,0.0,N,2,26,
2024-09-13,5106,4986,5279,4845,2942008,15050825870,0,0.0,N,2,120,
2024-09-19,5129,5052,5386,4659,3037215,15423608740,0,0.0,N,2,23,
2024-09-20,5169,5129,5352,5022,1945705,10131527870,0,0.0,N,2,40,
2024-09-23,4869,5169,5296,4845,1114968,5557409800,0,0.0,N,5,-300,
2024-09-24,5039,4745,5102,4575,1460106,7054544340,0,0.0,N,2,170,
2024-09-25,4859,5042,5212,4809,1250623,6276001530,0,0.0,N,5,-180,
2024-09-26,4845,4855,4992,4832,361140,1771043380,0,0.0,N,5,-13,
2024-09-27,4735,4892,4892,4682,388751,1850266850,0,0.0,N,5,-110,
2024-09-30,4459,4719,4719,4445,569121,2571594130,0,0.0,N,5,-276,
2024-10-02,4432,4502,4602,4432,357859,1605899100,0,0.0,N,5,-26,
2024-10-04,4639,4379,4725,4372,384737,1774810830,0,0.0,N,2,206,
2024-10-07,4662,4639,4752,4589,261516,1220065870,0,0.0,N,2,23,
2024-10-08,4936,4662,5019,4599,1131684,5536060670,0,0.0,N,2,273,
2024-10-10,4976,4976,5189,4916,1021474,5179573510,0,0.0,N,2,40,
2024-10-11,4899,5036,5136,4882,537035,2701650900,0,0.0,N,5,-76,
2024-10-14,4976,4899,4986,4742,454137,2205059820,0,0.0,N,2,76,
2024-10-15,4805,4976,5122,4769,905992,4466231930,0,0.0,N,5,-170,
2024-10-16,4735,4829,4829,4629,276235,1301654780,0,0.0,N,5,-70,
2024-10-17,4675,4732,4735,4629,218874,1022051830,0,0.0,N,5,-60,
2024-10-18,4692,4625,4732,4519,336298,1547273490,0,0.0,N,2,16,
2024-10-21,4649,4669,4712,4502,287470,1326295510,0,0.0,N,5,-43,
2024-10-22,4329,4605,4655,4319,530943,2349298060,0,0.0,N,5,-320,
2024-10-23,4339,4385,4459,4275,173284,756619090,0,0.0,N,2,10,
2024-10-24,4272,4275,4335,4218,159890,681294390,0,0.0,N,5,-66,
2024-10-25,4068,4208,4325,4058,248863,1032468240,0,0.0,N,5,-203,
2024-10-28,4182,4202,4212,3888,309457,1255195160,0,0.0,N,2,113,
2024-10-29,3985,4118,4198,3835,495382,1964322830,0,0.0,N,5,-196,
2024-10-30,3962,3968,4015,3902,190257,751642240,0,0.0,N,5,-23,
2024-10-31,3912,3955,3955,3858,174546,680046700,0,0.0,N,5,-50,
2024-11-01,3695,3842,3865,3672,328694,1237017730,0,0.0,N,5,-216,
2024-11-04,3718,3668,3805,3648,263162,976703980,0,0.0,N,2,23,
2024-11-05,3728,3712,3835,3702,115445,434282370,0,0.0,N,2,10,
2024-11-06,3665,3762,3922,3648,230255,869422040,0,0.0,N,5,-63,
2024-11-07,3648,3638,3742,3531,127580,461355250,0,0.0,N,5,-16,
2024-11-08,3728,3615,3752,3615,117808,435509420,0,0.0,N,2,80,
2024-11-11,3518,3728,3795,3481,175322,624044030,0,0.0,N,5,-210,
2024-11-12,3368,3485,3518,3318,267477,900084030,0,0.0,N,5,-150,
2024-11-13,3041,3278,3398,3038,358027,1127425340,0,0.0,N,5,-326,
2024-11-14,2884,3045,3151,2858,263111,782959090,0,0.0,N,5,-156,
2024-11-15,3018,2884,3118,2848,156817,465092470,0,0.0,N,2,133,
2024-11-18,3088,3018,3178,2951,154799,478338550,0,0.0,N,2,70,
2024-11-19,3328,3178,3495,3118,706232,2381697620,0,0.0,N,2,240,
2024-11-20,3368,3335,3591,3321,394925,1356186090,0,0.0,N,2,40,
2024-11-21,3205,3368,3368,3201,154268,500912230,0,0.0,N,5,-163,
2024-11-22,3115,3188,3331,3108,189852,605118180,0,0.0,N,5,-90,
2024-11-25,3175,3091,3195,3068,139585,437497060,0,0.0,N,2,60,
2024-11-26,3235,3145,3245,3111,125280,399464650,0,0.0,N,2,60,
2024-11-27,3488,3295,3561,3151,489820,1661522860,0,0.0,N,2,253,
2024-11-28,3625,3558,3635,3435,315777,1124399640,0,0.0,N,2,136,
2024-11-29,3658,3625,3742,3578,214943,786770890,0,0.0,N,2,33,
2024-12-02,3538,3668,3702,3508,153572,549678410,0,0.0,N,5,-120,
