date,close,open,high,low,volume,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
2024-04-01,7120,7050,7150,7000,67205,477469610,0,0.0,N,2,150,
2024-04-02,7010,7170,7170,6970,42111,296161120,0,0.0,N,5,-110,
2024-04-03,7060,7010,7100,6950,47731,336433870,0,0.0,N,2,50,
2024-04-04,6950,7100,7120,6950,26903,188402690,0,0.0,N,5,-110,
2024-04-05,6870,6900,6980,6820,38207,262612880,0,0.0,N,5,-80,
2024-04-08,6870,6870,6990,6750,23741,162331320,0,0.0,N,3,0,
2024-04-09,6890,6830,6980,6770,28650,197325100,0,0.0,N,2,20,
2024-04-11,6810,6850,6890,6660,17528,119002580,0,0.0,N,5,-80,
2024-04-12,6820,6750,6920,6750,16143,110525410,0,0.0,N,2,10,
2024-04-15,6660,6620,6780,6620,43398,289395540,0,0.0,N,5,-160,
2024-04-16,6480,6610,6650,6400,58736,381877040,0,0.0,N,5,-180,
2024-04-17,6480,6440,6580,6440,24573,159660460,0,0.0,N,3,0,
2024-04-18,6620,6450,6650,6440,40741,266903050,0,0.0,N,2,140,
2024-04-19,6360,6680,6680,6260,48527,312206250,0,0.0,N,5,-260,
2024-04-22,6460,6270,6950,6270,183864,1230483700,0,0.0,N,2,100,
2024-04-23,6570,6690,6930,6470,50701,333029090,0,0.0,N,2,110,
2024-04-24,6700,6590,6780,6590,20873,140060510,0,0.0,N,2,130,
2024-04-25,6880,6770,6900,6760,36931,253379980,0,0.0,N,2,180,
2024-04-26,6930,6910,6950,6800,35502,243720650,0,0.0,N,2,50,
2024-04-29,7100,6920,7160,6900,68978,489057050,0,0.0,N,2,170,
2024-04-30,7020,7120,7150,6960,27403,193227090,0,0.0,N,5,-80,
2024-05-02,6970,7010,7100,6960,26815,188322550,0,0.0,N,5,-50,
2024-05-03,6970,6970,7070,6920,26569,185837410,0,0.0,N,3,0,
2024-05-07,6910,6970,6970,6860,30117,208260950,0,0.0,N,5,-60,
2024-05-08,6900,6870,6970,6860,26996,186243590,0,0.0,N,5,-10,
2024-05-09,6870,6940,6960,6810,24156,165751950,0,0.0,N,5,-30,
2024-05-10,6950,6880,6990,6820,21263,146517270,0,0.0,N,2,80,
2024-05-13,6980,6950,7130,6920,75538,529440560,0,0.0,N,2,30,
2024-05-14,7130,6960,7140,6960,59321,420374220,0,0.0,N,2,150,
2024-05-16,7530,7100,7710,7020,1120057,8354009530,0,0.0,N,2,400,
2024-05-17,7220,7530,7530,7200,249628,1828601770,0,0.0,N,5,-310,
2024-05-20,7340,7260,7450,7220,128529,944531620,0,0.0,N,2,120,
2024-05-21,7280,7300,7450,7240,55703,408407520,0,0.0,N,5,-60,
2024-05-22,7280,7240,7360,7140,82346,595529810,0,0.0,N,3,0,
2024-05-23,7170,7280,7320,7130,38192,275675900,0,0.0,N,5,-110,
2024-05-24,7090,7140,7250,6980,48623,343647590,0,0.0,N,5,-80,
2024-05-27,7300,7050,7480,7050,167706,1231610200,0,0.0,N,2,210,
2024-05-28,7230,7300,7400,7180,62035,450357300,0,0.0,N,5,-70,
2024-05-29,7080,7230,7290,7080,59414,424563250,0,0.0,N,5,-150,
2024-05-30,7000,7070,7110,6940,38058,266064700,0,0.0,N,5,-80,
2024-05-31,7000,6950,7100,6930,21792,152454070,0,0.0,N,3,0,
2024-06-03,7120,7000,7190,7000,30493,216328930,0,0.0,N,2,120,
2024-06-04,6980,7160,7190,6910,44084,308135030,0,0.0,N,5,-140,
2024-06-05,6920,7100,7100,6850,60618,420350280,0,0.0,N,5,-60,
2024-06-07,6850,6980,6980,6800,73366,502285150,0,0.0,N,5,-70,
2024-06-10,6860,6850,6900,6800,20948,143434450,0,0.0,N,2,10,
2024-06-11,6940,6860,7100,6820,65854,457920970,0,0.0,N,2,80,
2024-06-12,6960,6940,7020,6880,36758,256111480,0,0.0,N,2,20,
2024-06-13,6880,6960,6960,6790,67632,463457730,0,0.0,N,5,-80,
2024-06-14,6690,6850,6870,6670,66044,443372590,0,0.0,N,5,-190,
2024-06-17,6790,6690,6840,6660,23371,157936970,0,0.0,N,2,100,
2024-06-18,6810,6840,6900,6710,28529,193542150,0,0.0,N,2,20,
2024-06-19,6870,6810,7020,6770,101984,703320050,0,0.0,N,2,60,
2024-06-20,6790,6870,6910,6720,55912,378180730,0,0.0,N,5,-80,
2024-06-21,6640,6790,6790,6640,51487,344260800,0,0.0,N,5,-150,
2024-06-24,6650,6650,6690,6560,36597,242217710,0,0.0,N,2,10,
2024-06-25,6550,6650,6700,6430,110930,722398420,0,0.0,N,5,-100,
2024-06-26,6530,6550,6680,6450,52911,345307480,0,0.0,N,5,-20,
