date,close,open,high,low,volume,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
2024-04-01,29050,28750,29100,28250,1518983,43700070400,0,0.0,N,2,700,
2024-04-02,27750,28600,28800,27700,1329765,37163147600,0,0.0,N,5,-1300,
2024-04-03,27500,27750,28000,27300,781561,21616092800,0,0.0,N,5,-250,
2024-04-04,27150,27700,27750,27100,642066,17514783000,0,0.0,N,5,-350,
2024-04-05,27150,27050,27650,27050,511043,13943546350,0,0.0,N,3,0,
2024-04-08,26900,27250,27250,26750,396852,10702123400,0,0.0,N,5,-250,
2024-04-09,27300,27000,27650,27000,516788,14145021600,0,0.0,N,2,400,
2024-04-11,26950,27050,27300,26700,719799,19344299150,0,0.0,N,5,-350,
2024-04-12,25700,26850,26900,25650,1378114,35908621550,0,0.0,N,5,-1250,
2024-04-15,24700,25250,25350,24650,834166,20818715900,0,0.0,N,5,-1000,
2024-04-16,24500,24200,25050,24200,675151,16613352500,0,0.0,N,5,-200,
2024-04-17,24100,24500,24750,24100,524347,12762053350,0,0.0,N,5,-400,
2024-04-18,25500,24600,26000,24600,1090783,27812672500,0,0.0,N,2,1400,
2024-04-19,24900,25300,26100,24700,1358441,34072866350,0,0.0,N,5,-600,
2024-04-22,25100,25550,25600,25000,455611,11500855350,0,0.0,N,2,200,
2024-04-23,24550,25400,25450,24550,677148,16772678000,0,0.0,N,5,-550,
2024-04-24,24650,25150,25550,24550,932315,23197196100,0,0.0,N,2,100,
2024-04-25,23800,24500,24750,23600,1234964,29807557900,0,0.0,N,5,-850,
2024-04-26,23150,23600,23750,23000,1304757,30228569800,0,0.0,N,5,-650,
2024-04-29,26300,23350,26600,23300,3856197,97895759600,0,0.0,N,2,3150,
2024-04-30,25600,26300,26300,25400,1304639,33523744200,0,0.0,N,5,-700,
2024-05-02,25950,25400,26250,25100,874755,22616742200,0,0.0,N,2,350,
2024-05-03,26500,26200,27650,25950,1928258,51824510150,0,0.0,N,2,550,
2024-05-07,28000,27400,28250,26900,2400501,66565641750,0,0.0,N,2,1500,
2024-05-08,28800,28250,28950,27750,1864751,52975986950,0,0.0,N,2,800,
2024-05-09,28900,29000,29300,28550,1450770,41921778400,0,0.0,N,2,100,
2024-05-10,28800,29300,29650,28200,1377330,39703453300,0,0.0,N,5,-100,
2024-05-13,28950,29400,29850,28800,1349973,39507124000,0,0.0,N,2,150,
2024-05-14,29250,29100,29450,28500,925738,26881224150,0,0.0,N,2,300,
2024-05-16,30000,29900,31300,29650,3128502,95398903850,0,0.0,N,2,750,
2024-05-17,30950,30600,31500,29550,2823079,86733317700,0,0.0,N,2,950,
2024-05-20,31800,31300,32700,30850,3498469,112077996250,0,0.0,N,2,850,
2024-05-21,28050,31800,31850,28050,4379428,128894363050,0,0.0,N,5,-3750,
2024-05-22,28800,29100,30100,28500,3144895,92009840250,0,0.0,N,2,750,
2024-05-23,32250,31250,33900,31150,13437653,438385420900,0,0.0,N,2,3450,
2024-05-24,30250,31700,32500,30050,3811845,118177561550,0,0.0,N,5,-2000,
2024-05-27,32850,31700,34300,31650,8590020,285818166850,0,0.0,N,2,2600,
2024-05-28,32400,34150,34550,31950,3658066,121514284900,0,0.0,N,5,-450,
2024-05-29,31650,32200,32300,31000,2290167,72204481550,0,0.0,N,5,-750,
2024-05-30,32200,32250,33000,30350,3202679,102238561350,0,0.0,N,2,550,
2024-05-31,31450,32250,33450,31450,2678080,86376511000,0,0.0,N,5,-750,
2024-06-03,30850,31600,32350,30600,1380441,42938024850,0,0.0,N,5,-600,
2024-06-04,29700,30500,31000,28850,2338489,69394772750,0,0.0,N,5,-1150,
2024-06-05,29450,29500,29950,29200,985222,29066956100,0,0.0,N,5,-250,
2024-06-07,29400,29600,30200,28850,1256740,36881465800,0,0.0,N,5,-50,
2024-06-10,29750,29500,30400,29350,1206210,36031009300,0,0.0,N,2,350,
2024-06-11,32350,30700,32600,30050,4022195,126987169150,0,0.0,N,2,2600,
2024-06-12,33900,32700,34300,32050,4165796,140081428850,0,0.0,N,2,1550,
2024-06-13,33350,34200,34300,32550,2734231,90979268000,0,0.0,N,5,-550,
2024-06-14,31050,33100,33150,31000,2667604,84261245500,0,0.0,N,5,-2300,
2024-06-17,30250,30350,30950,30150,1178883,35848663450,0,0.0,N,5,-800,
2024-06-18,29650,29950,30200,29350,1720896,51038834100,0,0.0,N,5,-600,
2024-06-19,30350,30000,30850,29950,1286564,39012215700,0,0.0,N,2,700,
2024-06-20,30350,30500,31150,30000,936462,28609567150,0,0.0,N,3,0,
2024-06-21,29900,30550,30650,29850,848857,25634796950,0,0.0,N,5,-450,
