date,close,open,high,low,volume,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
2024-04-01,130000,122000,131000,121000,307329,39567935200,0,0.0,N,2,9900,
2024-04-02,127900,127600,129800,125800,104961,13408225400,0,0.0,N,5,-2100,
2024-04-03,129000,127900,131900,126000,161864,20960994400,0,0.0,N,2,1100,
2024-04-04,128700,126400,129500,120300,206872,26043224800,0,0.0,N,5,-300,
2024-04-05,128700,128700,131300,126900,80115,10326825100,0,0.0,N,3,0,
2024-04-08,126700,128900,129000,125300,65051,8244336600,0,0.0,N,5,-2000,
2024-04-09,125000,127000,128800,124100,77033,9741577300,0,0.0,N,5,-1700,
2024-04-11,125300,122500,127300,122000,97871,12238012200,0,0.0,N,2,300,
2024-04-12,130600,127000,131800,125200,184664,23896295600,0,0.0,N,2,5300,
2024-04-15,130700,130000,131800,128100,75308,9827722500,0,0.0,N,2,100,
2024-04-16,130300,130000,135100,128100,91111,11994226700,0,0.0,N,5,-400,
2024-04-17,131800,131000,136600,130300,147697,19837753800,0,0.0,N,2,1500,
2024-04-18,135300,132400,138700,132400,122137,16568622000,0,0.0,N,2,3500,
2024-04-19,134500,135500,137300,132900,92948,12568158400,0,0.0,N,5,-800,
2024-04-22,132500,137600,141000,130400,97528,13028919700,0,0.0,N,5,-2000,
2024-04-23,129000,131300,133000,125300,152260,19503962200,0,0.0,N,5,-3500,
2024-04-24,130600,130400,132100,127700,97868,12792479300,0,0.0,N,2,1600,
2024-04-25,132700,130300,135500,130000,122042,16197990100,0,0.0,N,2,2100,
2024-04-26,135000,133900,135600,131400,63920,8588374300,0,0.0,N,2,2300,
2024-04-29,135000,137200,141500,133700,81643,11158672700,0,0.0,N,3,0,
2024-04-30,140100,135500,142000,135400,151290,21150413900,0,0.0,N,2,5100,
2024-05-02,138400,142000,144300,135000,113589,15765046000,0,0.0,N,5,-1700,
2024-05-03,138500,137300,140100,137300,47548,6581017300,0,0.0,N,2,100,
2024-05-07,139900,139800,142900,138400,74828,10513841600,0,0.0,N,2,1400,
2024-05-08,138600,139800,140900,137000,65048,9010770000,0,0.0,N,5,-1300,
2024-05-09,143400,139800,143700,137900,144603,20529641400,0,0.0,N,2,4800,
2024-05-10,149900,144700,151000,141600,221661,32846847100,0,0.0,N,2,6500,
2024-05-13,157700,149900,164700,147800,378466,59798794500,0,0.0,N,2,7800,
2024-05-14,160500,161700,172200,158900,385270,63574480500,0,0.0,N,2,2800,
2024-05-16,161400,160600,164100,160300,187388,30318325200,0,0.0,N,2,900,
2024-05-17,160400,160500,162800,158900,83807,13422781300,0,0.0,N,5,-1000,
2024-05-20,164700,158800,165000,157500,140901,22951263300,0,0.0,N,2,4300,
2024-05-21,172400,164100,175000,163200,218695,37548904200,0,0.0,N,2,7700,
2024-05-22,171500,176000,177800,171200,157709,27558364700,0,0.0,N,5,-900,
2024-05-23,168800,169900,174000,163500,141279,23763788400,0,0.0,N,5,-2700,
2024-05-24,169100,168800,174000,167100,133097,22616638800,0,0.0,N,2,300,
2024-05-27,165900,173300,173400,165300,138878,23390877100,0,0.0,N,5,-3200,
2024-05-28,163500,165500,168400,161500,151026,24621134535,0,0.0,N,5,-2400,
2024-05-29,166200,162600,167000,161300,138193,22759353100,0,0.0,N,2,2700,
2024-05-30,165600,166900,169800,163200,105019,17494616200,0,0.0,N,5,-600,
2024-05-31,170000,167500,173000,166700,189903,32428706000,0,0.0,N,2,4400,
2024-06-03,168700,174900,175300,163900,116243,19544353000,0,0.0,N,5,-1300,
2024-06-04,162900,167100,172500,161800,118430,19633670900,0,0.0,N,5,-5800,
