date,close,open,high,low,volume,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
2024-04-01,395500,395000,398500,392500,105333,41677657500,0,0.0,N,2,500,
2024-04-02,393000,395500,400000,392500,163860,64638395000,0,0.0,N,5,-2500,
2024-04-03,376000,391500,391500,376000,365852,138818646000,0,0.0,N,5,-17000,
2024-04-04,379500,379500,384000,376000,175633,66477243000,0,0.0,N,2,3500,
2024-04-05,376000,375500,380000,373000,152154,57173514500,0,0.0,N,5,-3500,
2024-04-08,373000,374000,375500,358000,307183,112264110000,0,0.0,N,5,-3000,
2024-04-09,374000,376500,382500,372500,180102,67938886000,0,0.0,N,2,1000,
2024-04-11,380000,368500,380000,365000,341170,128017844000,0,0.0,N,2,6000,
2024-04-12,371500,380000,381500,371500,172629,64775696500,0,0.0,N,5,-8500,
2024-04-15,373000,367000,377000,365500,106708,39636358000,0,0.0,N,2,1500,
2024-04-16,366000,368000,372500,366000,119203,43793110500,0,0.0,N,5,-7000,
2024-04-17,364500,366000,372000,364000,99287,36407569000,0,0.0,N,5,-1500,
2024-04-18,377000,364000,378500,364000,156443,58520994500,0,0.0,N,2,12500,
2024-04-19,367000,372000,372000,364500,143664,52758029500,0,0.0,N,5,-10000,
2024-04-22,378500,373000,378500,369000,144221,54047288000,0,0.0,N,2,11500,
2024-04-23,370000,377000,379000,370000,121904,45336732000,0,0.0,N,5,-8500,
2024-04-24,385000,380500,389500,378000,241390,92436714000,0,0.0,N,2,15000,
2024-04-25,372500,380000,381000,372000,176196,66250146500,0,0.0,N,5,-12500,
2024-04-26,372000,373000,375000,367500,143701,53424779000,0,0.0,N,5,-500,
2024-04-29,378500,375000,378500,372000,150391,56430267500,0,0.0,N,2,6500,
2024-04-30,389000,382500,390000,382500,276918,107267320500,0,0.0,N,2,10500,
2024-05-02,389000,385000,392000,381000,121266,47206312000,0,0.0,N,3,0,
2024-05-03,391000,391000,394000,387000,121565,47535663000,0,0.0,N,2,2000,
2024-05-07,391500,394500,397000,390500,117367,46117610000,0,0.0,N,2,500,
2024-05-08,393000,391000,395000,387500,144291,56706670000,0,0.0,N,2,1500,
2024-05-09,388500,390000,393000,383000,239286,92714412000,0,0.0,N,5,-4500,
2024-05-10,383500,390500,390500,383500,115093,44349447000,0,0.0,N,5,-5000,
2024-05-13,381500,384000,384500,379000,125868,47895710500,0,0.0,N,5,-2000,
2024-05-14,385500,382500,388000,382500,119763,46251109500,0,0.0,N,2,4000,
2024-05-16,381500,389000,390000,381500,140797,54059039000,0,0.0,N,5,-4000,
2024-05-17,376500,381500,384000,376000,175717,66453267500,0,0.0,N,5,-5000,
2024-05-20,372000,379000,379500,370000,159484,59566472000,0,0.0,N,5,-4500,
2024-05-21,364500,367500,370000,364000,224181,81927835500,0,0.0,N,5,-7500,
2024-05-22,364000,366500,369500,364000,130152,47644214500,0,0.0,N,5,-500,
2024-05-23,362000,364000,366000,360000,157841,57243528000,0,0.0,N,5,-2000,
2024-05-24,356000,358500,359000,355500,213011,76007017500,0,0.0,N,5,-6000,
2024-05-27,364500,357000,366000,355500,157232,56613586500,0,0.0,N,2,8500,
2024-05-28,360000,363500,363500,359000,136480,49256435500,0,0.0,N,5,-4500,
2024-05-29,342000,356500,361000,342000,386788,134975298500,0,0.0,N,5,-18000,
2024-05-30,328000,342000,343500,326000,401661,132809640500,0,0.0,N,5,-14000,
2024-05-31,331000,331500,335500,328000,264516,87510775500,0,0.0,N,2,3000,
2024-06-03,332000,330500,341000,329500,194056,64774809000,0,0.0,N,2,1000,
2024-06-04,336500,329500,340000,329000,146087,49055602000,0,0.0,N,2,4500,
2024-06-05,351500,339000,359500,338000,395864,139132029000,0,0.0,N,2,15000,
2024-06-07,359000,355000,360000,352500,208870,74451560000,0,0.0,N,2,7500,
2024-06-10,353000,355500,358500,350000,180618,63843939000,0,0.0,N,5,-6000,
2024-06-11,356500,354000,365000,353000,219013,78774192000,0,0.0,N,2,3500,
2024-06-12,351500,356500,361000,350500,163853,58053960500,0,0.0,N,5,-5000,
2024-06-13,363000,356000,363000,349000,412793,148120968000,0,0.0,N,2,11500,
2024-06-14,349000,363000,363000,349000,302758,107112248000,0,0.0,N,5,-14000,
2024-06-17,336500,345000,346000,336500,273382,92696426500,0,0.0,N,5,-12500,
2024-06-18,331000,340000,343500,331000,213956,71557265500,0,0.0,N,5,-5500,
2024-06-19,343000,332500,344500,332000,220974,74992673500,0,0.0,N,2,12000,
2024-06-20,340000,343000,346000,340000,105297,35996112500,0,0.0,N,5,-3000,
2024-06-21,333000,338000,343000,333000,165513,55467009000,0,0.0,N,5,-7000,
2024-06-24,331000,334000,336000,330500,102798,34195270000,0,0.0,N,5,-2000,
2024-06-25,331000,334000,336000,331000,124542,41435672500,0,0.0,N,3,0,
2024-06-26,331000,330500,338000,330000,113087,37602187000,0,0.0,N,3,0,
2024-06-27,328000,331500,334000,327500,122751,40492081500,0,0.0,N,5,-3000,
2024-06-28,326500,327000,331500,322500,152685,49790949000,0,0.0,N,5,-1500,
2024-07-01,347000,328000,348500,325500,305328,103987708000,0,0.0,N,2,20500,
2024-07-02,343500,353000,362000,341500,352020,122936079500,0,0.0,N,5,-3500,
