date,close,open,high,low,volume,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
2024-04-01,128400,128300,132000,122100,466144,59864883500,0,0.0,N,5,-1400,
2024-04-02,123300,128400,133800,121900,331851,41930518100,0,0.0,N,5,-5100,
2024-04-03,128900,123700,130900,119000,360729,45651213600,0,0.0,N,2,5600,
2024-04-04,132100,127700,133500,124500,306045,39908129600,2,0.0,N,2,3200,
2024-04-05,128600,132100,135500,127900,203954,26583541700,0,0.0,N,5,-3500,
2024-04-08,125500,129000,129000,122800,166502,20910562000,0,0.0,N,5,-3100,
2024-04-09,122300,126700,127500,120200,155176,19012238300,0,0.0,N,5,-3200,
2024-04-11,120300,119100,123300,117800,199903,24137998400,0,0.0,N,5,-2000,
2024-04-12,115500,120400,120500,113700,274895,31856779500,0,0.0,N,5,-4800,
2024-04-15,116900,115100,119100,111000,185553,21381251400,0,0.0,N,2,1400,
2024-04-16,114900,115500,116400,112800,155751,17861769600,0,0.0,N,5,-2000,
2024-04-17,114900,116800,119400,114700,123009,14368998900,0,0.0,N,3,0,
2024-04-18,120000,116100,122300,115000,163733,19728777600,0,0.0,N,2,5100,
2024-04-19,116100,118500,119300,113300,236773,27448667100,0,0.0,N,5,-3900,
2024-04-22,122500,117900,125900,116500,306840,37394592200,0,0.0,N,2,6400,
2024-04-23,124900,122600,125400,120600,170221,21020359100,0,0.0,N,2,2400,
2024-04-24,123500,124700,128100,122100,125145,15739587200,0,0.0,N,5,-1400,
2024-04-25,122500,122300,124800,120800,96262,11865884000,0,0.0,N,5,-1000,
2024-04-26,122000,123700,124800,121500,61843,7593792100,0,0.0,N,5,-500,
2024-04-29,127700,123300,131500,123200,198758,25597958800,0,0.0,N,2,5700,
2024-04-30,127700,127800,131300,126500,156613,20185954100,0,0.0,N,3,0,
2024-05-02,129500,126900,131100,126600,167573,21663104100,0,0.0,N,2,1800,
2024-05-03,127300,130300,130300,125500,127296,16185283400,0,0.0,N,5,-2200,
2024-05-07,131300,130000,133900,128000,176602,23239032100,0,0.0,N,2,4000,
2024-05-08,133400,131400,140600,131400,249879,33840489800,0,0.0,N,2,2100,
2024-05-09,132800,133500,136000,130000,181243,24071589700,0,0.0,N,5,-600,
2024-05-10,145500,135000,147500,133300,376365,53883039900,0,0.0,N,2,12700,
2024-05-13,150500,145600,151500,143500,260324,38771627500,0,0.0,N,2,5000,
2024-05-14,149300,150500,150500,146400,162000,24073296600,0,0.0,N,5,-1200,
2024-05-16,152700,149300,152900,146800,167202,25279241300,0,0.0,N,2,3400,
2024-05-17,142000,150000,150500,138000,427308,61156971700,0,0.0,N,5,-10700,
2024-05-20,138900,142400,143300,135800,290365,40399050400,0,0.0,N,5,-3100,
2024-05-21,136000,137600,137700,134300,244456,33211476300,0,0.0,N,5,-2900,
2024-05-22,137800,136000,140500,134000,193334,26702790400,0,0.0,N,2,1800,
2024-05-23,137200,137900,138900,135500,118446,16215070700,0,0.0,N,5,-600,
2024-05-24,141000,136500,141600,134800,185637,25886731800,0,0.0,N,2,3800,
2024-05-27,141000,143800,149200,140500,248084,36016964100,0,0.0,N,3,0,
2024-05-28,139100,141800,143800,138500,133567,18695632900,0,0.0,N,5,-1900,
2024-05-29,136200,137800,137900,132100,187163,25316490500,0,0.0,N,5,-2900,
2024-05-30,136700,135100,139900,133100,127901,17568903700,0,0.0,N,2,500,
2024-05-31,137900,138500,139500,135200,129058,17732928800,0,0.0,N,2,1200,
2024-06-03,133900,138100,138100,132100,135065,18081018300,0,0.0,N,5,-4000,
2024-06-04,125100,132600,133200,124400,263282,33533711900,0,0.0,N,5,-8800,
2024-06-05,122900,125000,125400,119500,241467,29334921000,0,0.0,N,5,-2200,
2024-06-07,127300,123900,128700,123900,138553,17580712700,0,0.0,N,2,4400,
2024-06-10,127500,125500,132000,125300,111857,14392546900,0,0.0,N,2,200,
2024-06-11,132000,129400,133200,128100,135014,17763025100,0,0.0,N,2,4500,
2024-06-12,130600,132000,132000,129000,86782,11311019100,0,0.0,N,5,-1400,
2024-06-13,129200,132500,132500,129200,134506,17542625800,0,0.0,N,5,-1400,
2024-06-14,129100,128400,132700,126700,93341,12100276800,0,0.0,N,5,-100,
2024-06-17,128300,130000,132000,127400,124265,16011330400,0,0.0,N,5,-800,
2024-06-18,128400,129000,129200,124500,74268,9458184700,0,0.0,N,2,100,
2024-06-19,124800,128900,129000,122600,122958,15357169400,0,0.0,N,5,-3600,
2024-06-20,122600,124800,125200,122200,121879,15008454677,0,0.0,N,5,-2200,
2024-06-21,125500,122600,125500,121400,124926,15483243000,0,0.0,N,2,2900,
2024-06-24,117000,126000,126000,116500,175316,20803543000,0,0.0,N,5,-8500,
2024-06-25,121300,117100,121300,116400,105524,12630442100,0,0.0,N,2,4300,
2024-06-26,122000,119300,122000,119300,83346,10088710000,0,0.0,N,2,700,
2024-06-27,121200,120100,121900,118800,61722,7427515600,0,0.0,N,5,-800,
2024-06-28,121500,121300,122600,118300,83142,9998701800,0,0.0,N,2,300,
2024-07-01,119900,120000,122700,119300,44345,5354608700,0,0.0,N,5,-1600,
2024-07-02,118700,118800,119600,116500,74051,8753439400,0,0.0,N,5,-1200,
2024-07-03,117000,119400,119400,114600,100215,11663518300,0,0.0,N,5,-1700,
2024-07-04,106400,116400,119400,105700,335362,36719909200,0,0.0,N,5,-10600,
2024-07-05,111700,107700,115700,107000,306871,34611589400,0,0.0,N,2,5300,
2024-07-08,113100,112100,115000,110600,84639,9547754900,0,0.0,N,2,1400,
2024-07-09,117900,114000,118300,113600,122410,14311610800,0,0.0,N,2,4800,
2024-07-10,119900,118200,121200,116900,104666,12467535400,0,0.0,N,2,2000,
2024-07-11,122300,121100,123600,119000,196597,23877703800,0,0.0,N,2,2400,
2024-07-12,120100,123400,124000,119200,68251,8270600200,0,0.0,N,5,-2200,
2024-07-15,118200,120000,123000,117000,106868,12726645300,0,0.0,N,5,-1900,
2024-07-16,116700,118200,119000,115000,127103,14800325000,0,0.0,N,5,-1500,
2024-07-17,116400,116700,119200,115500,101141,11851006400,0,0.0,N,5,-300,
2024-07-18,115700,116400,117100,111500,71164,8174730400,0,0.0,N,5,-700,
2024-07-19,117000,114700,117000,113400,53041,6145584200,0,0.0,N,2,1300,
2024-07-22,115200,116500,117000,113800,62729,7219915000,0,0.0,N,5,-1800,
2024-07-23,127500,115200,128900,115200,221894,27800891800,0,0.0,N,2,12300,
2024-07-24,126300,126500,131800,124000,135742,17170566700,0,0.0,N,5,-1200,
2024-07-25,123100,126800,129400,122500,105802,13312721100,0,0.0,N,5,-3200,
2024-07-26,122800,124000,125600,121200,92206,11333881600,0,0.0,N,5,-300,
2024-07-29,123800,122400,124700,119700,92687,11285962300,0,0.0,N,2,1000,
2024-07-30,129200,122900,130700,122100,192320,24744065300,0,0.0,N,2,5400,
2024-07-31,132300,130700,134300,129300,175342,23332855500,0,0.0,N,2,3100,
2024-08-01,134900,130900,135000,128800,101820,13551741600,0,0.0,N,2,2600,
2024-08-02,126500,132000,133000,126300,127040,16375058000,0,0.0,N,5,-8400,
2024-08-05,110400,124500,124800,108600,217226,24743211000,0,0.0,N,5,-16100,
2024-08-06,115400,113700,118600,112800,117919,13608038900,0,0.0,N,2,5000,
2024-08-07,117900,114300,121100,111700,95139,11233501000,0,0.0,N,2,2500,
2024-08-08,121100,115600,121100,115000,54597,6516363700,0,0.0,N,2,3200,
2024-08-09,118000,122000,123900,117400,77812,9325073700,0,0.0,N,5,-3100,
2024-08-12,120300,119000,120300,117000,43295,5132907500,0,0.0,N,2,2300,
2024-08-13,115700,118800,120800,115000,72703,8489878700,0,0.0,N,5,-4600,
2024-08-14,116800,116900,118200,115600,50556,5901815000,0,0.0,N,2,1100,
2024-08-16,129300,123000,134000,123000,471659,61339477800,0,0.0,N,2,12500,
2024-08-19,127500,130900,132900,126300,121704,15628379800,0,0.0,N,5,-1800,
2024-08-20,124700,130100,130100,124200,124337,15632469600,0,0.0,N,5,-2800,
