date,close,open,high,low,volume,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
2024-04-01,83200,87800,87800,81400,440443,36500667500,0,0.0,N,5,-4600,
2024-04-02,81800,83000,83600,80900,213266,17475023200,0,0.0,N,5,-1400,
2024-04-03,81900,81800,84200,81700,130083,10747660500,0,0.0,N,2,100,
2024-04-04,81300,82000,82200,80000,87294,7051818000,0,0.0,N,5,-600,
2024-04-05,81800,80100,82700,80100,94683,7736933500,0,0.0,N,2,500,
2024-04-08,81100,82200,83100,80700,90838,7435914000,0,0.0,N,5,-700,
2024-04-09,77900,81100,81800,77300,101374,8001950600,0,0.0,N,5,-3200,
2024-04-11,77900,76600,77900,74500,149468,11449171600,0,0.0,N,3,0,
2024-04-12,75100,77500,77800,74200,143715,10886142700,0,0.0,N,5,-2800,
2024-04-15,75300,74500,75600,73900,53705,4026158000,0,0.0,N,2,200,
2024-04-16,76000,75200,76500,74300,79166,5987749300,0,0.0,N,2,700,
2024-04-17,75000,76100,76700,74900,56573,4264266900,0,0.0,N,5,-1000,
2024-04-18,76100,75700,77000,75000,73328,5591807100,0,0.0,N,2,1100,
2024-04-19,78100,76200,79500,75700,116217,8999366300,0,0.0,N,2,2000,
2024-04-22,81600,78800,83500,78800,273242,22354918300,0,0.0,N,2,3500,
2024-04-23,86400,81200,87300,80300,359525,30758057500,0,0.0,N,2,4800,
2024-04-24,85200,86500,86900,84700,141751,12122285400,0,0.0,N,5,-1200,
2024-04-25,82500,84400,85100,82400,84804,7092110900,0,0.0,N,5,-2700,
2024-04-26,81000,82600,84200,80500,112798,9229949700,0,0.0,N,5,-1500,
2024-04-29,80400,81000,81700,79800,115469,9269810700,0,0.0,N,5,-600,
2024-04-30,79300,80400,80400,79000,103565,8215984900,0,0.0,N,5,-1100,
2024-05-02,81600,78800,84000,78800,197997,16167795700,0,0.0,N,2,2300,
2024-05-03,85800,81600,86300,81500,180074,15179291300,0,0.0,N,2,4200,
2024-05-07,86000,86800,86800,84000,105038,8982173300,0,0.0,N,2,200,
2024-05-08,84300,85000,87000,82600,139082,11775073700,0,0.0,N,5,-1700,
2024-05-09,82200,84000,84400,80800,175474,14375785500,0,0.0,N,5,-2100,
2024-05-10,83200,81900,86200,81500,185940,15646086200,0,0.0,N,2,1000,
2024-05-13,78500,83200,83200,77800,226383,17831548500,0,0.0,N,5,-4700,
2024-05-14,81000,78500,82000,78200,125269,10110194900,0,0.0,N,2,2500,
2024-05-16,82700,82100,82900,81200,89643,7355294700,0,0.0,N,2,1700,
2024-05-17,85900,83500,86300,82700,216776,18463457900,0,0.0,N,2,3200,
2024-05-20,81700,85900,86000,81300,188569,15631754200,0,0.0,N,5,-4200,
2024-05-21,81900,82000,82100,80700,65450,5328265900,0,0.0,N,2,200,
2024-05-22,81600,82300,83300,81600,65386,5361993200,0,0.0,N,5,-300,
2024-05-23,90800,81300,91100,81000,498047,43748630100,0,0.0,N,2,9200,
2024-05-24,91000,90000,92000,88900,429545,39069474600,0,0.0,N,2,200,
2024-05-27,95800,97200,100700,94600,865729,84615941400,0,0.0,N,2,4800,
2024-05-28,90700,91100,93000,90100,1690416,153631068182,0,0.0,N,5,-5100,
2024-05-29,86500,91200,91500,86500,410048,36163097500,0,0.0,N,5,-4200,
2024-05-30,90100,86400,90500,85200,318715,28373827700,0,0.0,N,2,3600,
2024-05-31,91300,88800,92000,87500,277655,25050859000,0,0.0,N,2,1200,
2024-06-03,89200,91600,92100,88800,222296,20003767800,0,0.0,N,5,-2100,
2024-06-04,81900,89200,90900,80500,630725,53301918100,0,0.0,N,5,-7300,
2024-06-05,85500,84900,86900,83500,501351,42726436800,0,0.0,N,2,3600,
2024-06-07,83500,85000,85300,83200,165274,13873003200,0,0.0,N,5,-2000,
2024-06-10,85600,82500,86500,82200,156203,13263747400,0,0.0,N,2,2100,
2024-06-11,83200,85600,86000,82700,201576,16883262400,0,0.0,N,5,-2400,
2024-06-12,81400,83200,84400,81200,206323,16991729500,0,0.0,N,5,-1800,
2024-06-13,82000,81800,82600,81100,219280,17977125800,0,0.0,N,2,600,
2024-06-14,79900,82000,82300,79900,209365,16893792500,0,0.0,N,5,-2100,
2024-06-17,80000,79900,80300,78500,136736,10851665200,0,0.0,N,2,100,
2024-06-18,81300,80700,82200,80100,110778,9002628800,0,0.0,N,2,1300,
2024-06-19,80800,81300,81300,79400,121762,9790369400,0,0.0,N,5,-500,
2024-06-20,79900,81000,81800,79900,97976,7904059900,0,0.0,N,5,-900,
2024-06-21,79500,79700,80300,78200,118272,9360539800,0,0.0,N,5,-400,
2024-06-24,77700,78900,80000,77600,140169,11000911200,0,0.0,N,5,-1800,
2024-06-25,76800,77700,78200,76200,127178,9800033200,0,0.0,N,5,-900,
2024-06-26,77300,76800,78900,76000,112218,8707402400,0,0.0,N,2,500,
2024-06-27,76300,77300,78200,75900,118091,9041415900,0,0.0,N,5,-1000,
2024-06-28,80400,77200,81000,77000,246891,19704485700,0,0.0,N,2,4100,
2024-07-01,80500,80100,80800,78300,104311,8304061400,0,0.0,N,2,100,
2024-07-02,80100,80300,81800,79300,136308,11002594200,0,0.0,N,5,-400,
2024-07-03,78600,79900,80300,78600,88982,7039349200,0,0.0,N,5,-1500,
2024-07-04,78500,78600,79400,76500,174532,13592221000,0,0.0,N,5,-100,
2024-07-05,77600,78000,79000,77300,115799,9006271300,0,0.0,N,5,-900,
2024-07-08,78800,77000,80000,76900,152192,11982331400,0,0.0,N,2,1200,
2024-07-09,78100,78800,79100,77800,86766,6791825400,0,0.0,N,5,-700,
2024-07-10,78200,77900,79000,77900,61879,4850455400,0,0.0,N,2,100,
2024-07-11,76700,78200,78500,76700,175981,13574742800,0,0.0,N,5,-1500,
2024-07-12,77800,76700,79400,76700,192667,15062329500,0,0.0,N,2,1100,
2024-07-15,75800,78000,78100,75300,177143,13486524000,0,0.0,N,5,-2000,
2024-07-16,75500,75800,76200,75000,89785,6772950000,0,0.0,N,5,-300,
2024-07-17,73900,75300,76800,73900,144679,10773420800,0,0.0,N,5,-1600,
2024-07-18,73200,73300,74300,72300,103597,7573072600,0,0.0,N,5,-700,
2024-07-19,73300,73000,73500,69600,201310,14294372700,0,0.0,N,2,100,
2024-07-22,72100,73300,73600,71700,64156,4636408100,0,0.0,N,5,-1200,
2024-07-23,72800,72100,74700,72100,111716,8198714600,0,0.0,N,2,700,
2024-07-24,71400,72000,73200,71300,56844,4087505100,0,0.0,N,5,-1400,
2024-07-25,70000,70400,71000,69700,89844,6303765700,0,0.0,N,5,-1400,
