date,close,open,high,low,volume,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
2024-04-01,146400,145000,147700,145000,61374,8991588400,0,0.0,N,2,2400,
2024-04-02,148700,148000,151500,147500,190590,28566985200,0,0.0,N,2,2300,
2024-04-03,145700,148700,148700,145500,92390,13582020900,0,0.0,N,5,-3000,
2024-04-04,147100,146500,147100,144200,65132,9471847800,0,0.0,N,2,1400,
2024-04-05,145000,145600,147200,144500,54864,7979737400,0,0.0,N,5,-2100,
2024-04-08,154000,147300,154000,146900,386081,58537369700,0,0.0,N,2,9000,
2024-04-09,150300,157000,158500,150100,290721,44747037400,0,0.0,N,5,-3700,
2024-04-11,150600,149100,151600,148000,95334,14337897900,0,0.0,N,2,300,
2024-04-12,149400,152000,152000,148500,92887,13900165300,0,0.0,N,5,-1200,
2024-04-15,147700,147300,148600,145000,88356,12986222700,0,0.0,N,5,-1700,
2024-04-16,142000,145900,149300,142000,141774,20513846200,0,0.0,N,5,-5700,
2024-04-17,136300,143000,143400,136300,204787,28315720100,0,0.0,N,5,-5700,
2024-04-18,138300,136100,138500,135600,79892,10978299200,0,0.0,N,2,2000,
2024-04-19,136000,138000,138500,133500,83456,11342394500,0,0.0,N,5,-2300,
2024-04-22,141300,138000,141700,137900,76970,10814741600,0,0.0,N,2,5300,
2024-04-23,140200,142000,143100,139700,57161,8062720200,0,0.0,N,5,-1100,
2024-04-24,154200,143200,154700,142500,413460,62441203600,0,0.0,N,2,14000,
2024-04-25,151500,152900,153600,150200,114046,17328362400,0,0.0,N,5,-2700,
2024-04-26,153700,154200,154500,150000,102742,15688330900,0,0.0,N,2,2200,
2024-04-29,161400,157100,162500,153200,436688,69609092500,0,0.0,N,2,7700,
2024-04-30,154000,170000,173500,154000,1092422,180095160500,0,0.0,N,5,-7400,
2024-05-02,151600,155000,160800,150600,343019,53225709600,0,0.0,N,5,-2400,
2024-05-03,151900,151200,154300,151000,148094,22581109700,0,0.0,N,2,300,
2024-05-07,154600,152300,156600,152300,120228,18606460500,0,0.0,N,2,2700,
2024-05-08,152700,153200,156100,152000,77473,11872383200,0,0.0,N,5,-1900,
2024-05-09,148500,151300,152500,148300,152826,22814464600,0,0.0,N,5,-4200,
2024-05-10,145800,148500,149500,145700,127750,18751787500,0,0.0,N,5,-2700,
2024-05-13,148300,145800,148300,145100,69340,10200699400,0,0.0,N,2,2500,
2024-05-14,150500,148800,151900,147000,80122,11999284000,0,0.0,N,2,2200,
2024-05-16,150400,150600,151600,148900,60470,9069464900,0,0.0,N,5,-100,
2024-05-17,148200,149400,150200,148100,52472,7802510000,0,0.0,N,5,-2200,
2024-05-20,150400,148200,150700,146700,59561,8889788300,0,0.0,N,2,2200,
2024-05-21,151200,150100,152000,148300,64409,9681162800,0,0.0,N,2,800,
2024-05-22,155000,152400,155000,149800,124584,19037033000,0,0.0,N,2,3800,
2024-05-23,152900,155500,155500,152500,74249,11402459500,0,0.0,N,5,-2100,
2024-05-24,153100,151100,153800,150500,56028,8552354200,0,0.0,N,2,200,
2024-05-27,152500,153700,153800,150300,69154,10484252000,0,0.0,N,5,-600,
2024-05-28,152100,155800,157800,152100,112840,17391332000,0,0.0,N,5,-400,
2024-05-29,149100,152700,152700,149100,68326,10265152200,0,0.0,N,5,-3000,
2024-05-30,147900,148600,150000,147900,48145,7154094500,0,0.0,N,5,-1200,
2024-05-31,148000,148300,149200,147500,38752,5742604800,0,0.0,N,2,100,
2024-06-03,150100,149000,152300,148700,54072,8159875600,0,0.0,N,2,2100,
2024-06-04,148800,148800,150500,148800,34032,5080453000,0,0.0,N,5,-1300,
2024-06-05,147400,149700,149700,146700,83033,12234260100,0,0.0,N,5,-1400,
2024-06-07,146800,147800,148200,146400,45475,6680074200,0,0.0,N,5,-600,
2024-06-10,148100,145900,148700,145500,48816,7215691300,0,0.0,N,2,1300,
2024-06-11,147000,148000,148500,146400,41452,6095548300,0,0.0,N,5,-1100,
2024-06-12,147300,147000,147500,146400,36625,5379391100,0,0.0,N,2,300,
2024-06-13,152700,148500,153700,148000,189125,28702680700,0,0.0,N,2,5400,
2024-06-14,155200,153900,159700,151200,394309,61890298700,0,0.0,N,2,2500,
2024-06-17,153500,155300,159100,151300,152029,23474785500,0,0.0,N,5,-1700,
2024-06-18,161700,157500,163000,156600,388097,62102220400,0,0.0,N,2,8200,
2024-06-19,156000,163400,163500,155200,280739,44671541400,0,0.0,N,5,-5700,
2024-06-20,155400,156600,159300,154000,108000,16891182700,0,0.0,N,5,-600,
2024-06-21,156700,156000,157400,153500,78024,12145726000,0,0.0,N,2,1300,
2024-06-24,156800,156200,158600,155500,57306,8985642300,0,0.0,N,2,100,
2024-06-25,160600,156400,162300,156400,160947,25797801600,0,0.0,N,2,3800,
2024-06-26,159000,162000,162000,157500,113869,18139301100,0,0.0,N,5,-1600,
2024-06-27,160700,159800,161300,158000,77676,12437451300,0,0.0,N,2,1700,
2024-06-28,164400,161000,167300,159500,211039,34663017500,0,0.0,N,2,3700,
2024-07-01,162600,166600,168700,162100,147057,24342463200,0,0.0,N,5,-1800,
2024-07-02,157400,165000,165200,156500,142053,22731576500,0,0.0,N,5,-5200,
2024-07-03,168300,161000,172800,160200,569958,96016279200,0,0.0,N,2,10900,
2024-07-04,174000,172600,178000,170500,402884,70426365700,0,0.0,N,2,5700,
2024-07-05,170500,172900,174300,168300,221151,37641771700,0,0.0,N,5,-3500,
2024-07-08,177000,171500,178500,171100,234418,41296952000,0,0.0,N,2,6500,
2024-07-09,176600,177300,181000,174400,179761,31862314400,0,0.0,N,5,-400,
2024-07-10,177300,176600,179000,170700,174172,30379977800,0,0.0,N,2,700,
2024-07-11,175000,177600,181900,175000,168755,30102374000,0,0.0,N,5,-2300,
2024-07-12,166500,168600,172000,165900,252181,42409640700,0,0.0,N,5,-8500,
2024-07-15,169000,167500,169200,164900,88965,14922192200,0,0.0,N,2,2500,
2024-07-16,175400,170100,175800,169500,196405,34094721900,0,0.0,N,2,6400,
2024-07-17,169300,176500,176500,169200,120123,20719498500,0,0.0,N,5,-6100,
2024-07-18,166000,165500,169100,165500,85485,14232763300,0,0.0,N,5,-3300,
2024-07-19,163000,165900,166000,161000,91394,14880589200,0,0.0,N,5,-3000,
2024-07-22,159500,161600,163000,157400,111526,17736864600,0,0.0,N,5,-3500,
