date,close,open,high,low,volume,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
2024-04-01,13909,12967,13909,12509,14070018,186012222530,0,0.0,N,1,3208,
2024-04-02,18043,16018,18043,15851,10211520,172845337710,0,0.0,N,1,4133,
2024-04-03,18126,20418,22210,16093,30932353,581023391220,0,0.0,N,2,83,
2024-04-04,22043,18376,22377,17126,23107132,453002036600,0,0.0,N,2,3917,
2024-04-05,22085,21002,24335,20460,22739166,512210044950,0,0.0,N,2,41,
2024-04-08,18501,21252,22043,18210,6203470,125718450650,0,0.0,N,5,-3583,
2024-04-09,17001,18210,18335,16334,4713192,80301429920,0,0.0,N,5,-1500,
2024-04-11,17501,16334,19335,16001,4846031,86414542350,0,0.0,N,2,500,
2024-04-12,16959,17626,18043,16751,1805906,31180690700,0,0.0,N,5,-541,
2024-04-15,17251,16334,17626,16051,1791225,29851250390,0,0.0,N,2,291,
2024-04-16,18543,16959,18710,16576,3590767,63827589530,0,0.0,N,2,1291,
2024-04-17,18418,18918,19585,17960,2470628,46398530300,0,0.0,N,5,-125,
2024-04-18,18585,18085,18793,17793,1372825,25086366750,0,0.0,N,2,166,
2024-04-19,19793,18585,20251,17918,3604113,69036520200,0,0.0,N,2,1208,
2024-04-22,21002,19793,21127,19418,3204953,65089435650,0,0.0,N,2,1208,
2024-04-23,20835,20668,22085,19876,3309476,69133728900,0,0.0,N,5,-166,
2024-04-24,18960,20585,21168,18960,2688376,53294367000,0,0.0,N,5,-1875,
2024-04-25,17501,18460,18793,17460,2377818,42503897550,0,0.0,N,5,-1458,
2024-04-26,17334,17668,17918,16959,1488264,25964729750,0,0.0,N,5,-166,
2024-04-29,17334,17126,17710,17001,1044233,18099351300,0,0.0,N,3,0,
2024-04-30,16659,17376,17418,16451,1225530,20522743580,0,0.0,N,5,-675,
2024-05-02,15959,16584,16593,15876,1061328,17158089820,0,0.0,N,5,-700,
2024-05-03,15043,15984,16326,14818,1452787,22323358030,0,0.0,N,5,-916,
2024-05-07,15593,15284,15934,15084,1072746,16536446410,0,0.0,N,2,550,
2024-05-08,15043,15418,16034,14976,1091978,16828669730,0,0.0,N,5,-550,
2024-05-09,14226,15043,15043,14209,1123944,16258096020,0,0.0,N,5,-816,
2024-05-10,14301,14451,14951,13876,1113134,16056594590,0,0.0,N,2,75,
2024-05-13,14209,14476,14501,14126,568719,8134936560,0,0.0,N,5,-91,
2024-05-14,18460,14226,18460,14026,12004059,203222241930,0,0.0,N,1,4250,
2024-05-16,20501,20085,21668,18876,20354276,414495309800,0,0.0,N,2,2041,
2024-05-17,19085,19335,20126,18876,4779419,93201614350,0,0.0,N,5,-1416,
2024-05-20,19501,18376,20210,17376,6468803,123341207300,0,0.0,N,2,416,
2024-05-21,19543,19085,20376,18543,3783160,73380143650,0,0.0,N,2,41,
2024-05-22,25377,22085,25377,20335,19333757,441148634500,0,0.0,N,1,5833,
2024-05-23,25502,26502,27585,25002,18418211,483182012900,0,0.0,N,2,125,
2024-05-24,23627,23710,24043,22835,12665087,296413719888,0,0.0,N,5,-1875,
2024-05-27,23085,25127,25794,22877,11180407,273555441500,0,0.0,N,5,-541,
2024-05-28,23127,22377,24210,22335,7343987,170558292700,0,0.0,N,2,41,
2024-05-29,23793,23293,24168,21710,7863358,181855290550,0,0.0,N,2,666,
2024-05-30,22002,22752,23335,21793,4017375,91044928350,0,0.0,N,5,-1791,
2024-05-31,21918,22627,23627,21918,7084512,161633548550,0,0.0,N,5,-83,
2024-06-03,21252,21668,22335,20835,2834150,60561132300,0,0.0,N,5,-666,
2024-06-04,21210,21377,21877,20460,3536027,75190950000,0,0.0,N,5,-41,
2024-06-05,19626,20918,21127,19335,3162100,63083340700,0,0.0,N,5,-1583,
2024-06-07,20043,19626,20918,19293,3206495,64557704550,0,0.0,N,2,416,
2024-06-10,20585,20001,20960,19626,2193483,44882176650,0,0.0,N,2,541,
2024-06-11,19585,20835,21127,19585,1717104,34652721600,0,0.0,N,5,-1000,
2024-06-12,19293,19585,20126,19001,1031680,20081527950,0,0.0,N,5,-291,
2024-06-13,19751,19585,20126,19293,1282084,25255782200,0,0.0,N,2,458,
2024-06-14,18751,19960,20001,18501,1292686,24414987350,0,0.0,N,5,-1000,
2024-06-17,18043,18460,18543,17835,861692,15610686950,0,0.0,N,5,-708,
2024-06-18,18210,17918,18418,17918,613358,11117453350,0,0.0,N,2,166,
